"Latitude (decimal degrees):	53.434",,,,,,
"Longitude (decimal degrees):	-9.060",,,,,,
"Elevation (m):	18",,,,,,
"Radiation database:	PVGIS-SARAH3",,,,,,
,,,,,,
,,,,,,
Slope: 30 deg. ,,,,,,
Azimuth: 0 deg. ,,,,,,
"Nominal power of the PV system (c-Si) (kWp):	7.9",,,,,,
"System losses (%):	14.0",,,,,,
time,P,G(i),H_sun,T2m,WS10m,Int
20200728:1811,903.04,155.16,19.82,15.34,3.86,0
20200728:1911,226.83,49.18,11.07,14.27,3.38,0
20200728:2011,0,1.81,2.85,13.72,2.76,0
20200728:2111,0,0,0,13.04,2.28,0
20200728:2211,0,0,0,12.44,1.79,0
20200728:2311,0,0,0,11.56,1.52,0
20200729:0011,0,0,0,10.7,1.59,0
20200729:0111,0,0,0,9.91,1.52,0
20200729:0211,0,0,0,9.6,1.31,0
20200729:0311,0,0,0,9.56,1.03,0
20200729:0411,0,0,0,10.03,0.76,0
20200729:0511,0,0.91,2.26,9.94,0.83,0
20200729:0611,16.71,10.41,10.45,10.51,0.97,0
20200729:0711,393.62,74.73,19.19,11.7,1.24,0
20200729:0811,772.68,131.56,28.11,12.36,1.79,0
20200729:0911,1296.66,208.32,36.8,12.77,2.41,0
20200729:1011,2321.51,358.65,44.74,13.14,2.97,0
20200729:1111,2217.12,343.85,51.11,13.26,3.03,0
20200729:1211,1268.7,204.33,54.82,13.13,3.1,0
20200729:1311,1859.93,290.45,54.92,13.19,3.86,0
20200729:1411,1140.4,185.41,51.37,13.18,3.66,0
20200729:1511,1147.37,186.36,45.1,13.24,4,0
20200729:1611,810.14,137.17,37.23,13.52,4.48,0
20200729:1711,477.81,87.98,28.55,13.82,4.34,0
20200729:1811,245.36,52.03,19.63,14.17,4.28,0
20200729:1911,28.2,13.24,10.88,14.21,4.07,0
20200729:2011,0,1.81,2.65,14.38,4,0
20200729:2111,0,0,0,14.36,4,0
20200729:2211,0,0,0,14.43,4,0
20200729:2311,0,0,0,14.56,3.86,0
20200730:0011,0,0,0,14.63,3.93,0
20200730:0111,0,0,0,14.59,3.24,0
20200730:0211,0,0,0,14.8,3.93,0
20200730:0311,0,0,0,15.19,4.07,0
20200730:0411,0,0,0,15.42,4.28,0
20200730:0511,0,0.91,2.07,15.68,4.21,0
20200730:0611,119.83,31.22,10.27,15.85,4.48,0
20200730:0711,367.25,71.89,19.01,16.57,4.28,0
20200730:0811,892.98,151.59,27.92,17.05,4.55,0
20200730:0911,537.85,98.38,36.62,17.27,4.55,0
20200730:1011,954.68,160.82,44.54,17.35,5.1,0
20200730:1111,1460.53,235.9,50.89,17.4,4.83,0
20200730:1211,2749.27,428.93,54.59,17.71,4.62,0
20200730:1311,2523.47,395.61,54.68,18.33,4.97,0
20200730:1411,2085.73,330.44,51.14,19.06,5.59,0
20200730:1511,3976.39,616.57,44.9,19.4,5.66,0
20200730:1611,2576.93,404.4,37.03,20.3,6.07,0
20200730:1711,517.81,96.49,28.36,20.41,5.79,0
20200730:1811,938.92,166.05,19.44,20.05,5.1,0
20200730:1911,286.62,60.1,10.69,18.42,5.79,0
20200730:2011,0,0.91,2.45,17.66,5.52,0
20200730:2111,0,0,0,17.04,5.45,0
20200730:2211,0,0,0,16.69,5.59,0
20200730:2311,0,0,0,16.36,5.52,0
20200731:0011,0,0,0,16.12,5.38,0
20200731:0111,0,0,0,16.1,5.1,0
20200731:0211,0,0,0,16.02,4.83,0
20200731:0311,0,0,0,16,4.48,0
20200731:0411,0,0,0,16.01,4.34,0
20200731:0511,0,0.91,1.87,15.87,3.93,0
20200731:0611,16.08,10.41,10.08,15.74,3.66,0
20200731:0711,174.08,40.68,18.82,16.27,3.45,0
20200731:0811,140.98,35,27.74,16.36,3.24,0
20200731:0911,866.45,147.57,36.43,16.49,3.03,0
20200731:1011,3107.33,483.31,44.34,16.67,3.03,0
20200731:1111,3992.47,622.28,50.67,17.1,3.38,0
20200731:1211,3460.25,539.64,54.35,17.84,3.93,0
20200731:1311,3610.57,563.42,54.44,18.78,4.62,0
20200731:1411,3613.74,563.11,50.91,19.1,4.97,0
20200731:1511,4280.92,662.87,44.68,18.52,5.17,0
20200731:1611,2761.23,429.06,36.83,18.05,5.03,0
20200731:1711,1681.89,269.71,28.17,17.45,4.62,0
20200731:1811,391.09,75.68,19.25,16.77,4.07,0
20200731:1911,45.06,17.03,10.49,16.28,3.31,0
20200731:2011,0,0.91,2.24,15.77,2.76,0
20200731:2111,0,0,0,15.16,2.9,0
20200731:2211,0,0,0,14.83,3.03,0
20200731:2311,0,0,0,14.52,2.83,0
20200801:0011,0,0,0,14.13,2.55,0
20200801:0111,0,0,0,13.93,2.41,0
20200801:0211,0,0,0,13.5,2.28,0
20200801:0311,0,0,0,13.4,2.28,0
20200801:0411,0,0,0,13.33,2.14,0
20200801:0511,0,0.91,1.67,12.95,2.07,0
20200801:0611,279.02,57.83,9.89,12.88,2,0
20200801:0711,925.77,160.34,18.64,13.47,2.76,0
20200801:0811,1410.16,226.41,27.55,14.1,3.17,0
20200801:0911,1651.4,261.52,36.23,15,3.86,0
20200801:1011,2344.64,364.15,44.13,15.48,4.21,0
20200801:1111,3906.46,600.55,50.44,15.81,4.55,0
20200801:1211,1428.37,229.87,54.11,16.18,4.97,0
20200801:1311,2645.44,410.08,54.19,15.91,4.55,0
20200801:1411,2460.35,382.55,50.68,15.84,4.21,0
20200801:1511,997.37,165.55,44.46,15.01,4.76,0
20200801:1611,389.51,74.73,36.62,14.41,3.86,0
20200801:1711,500.94,91.76,27.96,14.45,3.52,0
20200801:1811,579.66,103.64,19.05,13.9,3.52,0
20200801:1911,177.01,40.68,10.28,13.13,3.52,0
20200801:2011,0,0.91,2.03,12.87,3.52,0
20200801:2111,0,0,0,12.78,2.76,0
20200801:2211,0,0,0,12.82,2.62,0
20200801:2311,0,0,0,12.69,2.55,0
20200802:0011,0,0,0,12.41,2.55,0
20200802:0111,0,0,0,12.01,2.48,0
20200802:0211,0,0,0,11.84,2.41,0
20200802:0311,0,0,0,11.67,2.21,0
20200802:0411,0,0,0,11.09,2,0
20200802:0511,0,0,0,10.72,1.86,0
20200802:0611,218.12,47.94,9.69,10.98,1.52,0
20200802:0711,785.27,135.85,18.45,12.33,2.07,0
20200802:0811,2288.25,358.78,27.37,13.2,2.55,0
20200802:0911,2208.41,343.46,36.04,14.2,2.76,0
20200802:1011,2156.54,336.51,43.92,14.74,3.17,0
20200802:1111,2944.97,454.61,50.21,14.91,3.52,0
20200802:1211,3107.73,478.93,53.86,15.08,4,0
20200802:1311,3590.37,554.14,53.94,15.53,3.86,0
20200802:1411,4520.34,699.02,50.44,15.56,3.86,0
20200802:1511,4696.4,725.78,44.24,15.73,3.79,0
20200802:1611,3214.73,495.58,36.41,15.9,3.72,0
20200802:1711,1910.22,302.28,27.76,15.47,3.79,0
20200802:1811,754.06,131.62,18.84,15.04,3.66,0
20200802:1911,79.2,23.65,10.07,14.43,3.45,0
20200802:2011,0,0.91,1.81,13.75,2.69,0
20200802:2111,0,0,0,12.85,2.07,0
20200802:2211,0,0,0,12.2,1.66,0
20200802:2311,0,0,0,11.56,1.66,0
20200803:0011,0,0,0,11.02,1.66,0
20200803:0111,0,0,0,10.77,1.66,0
20200803:0211,0,0,0,10.69,1.52,0
20200803:0311,0,0,0,10.23,1.52,0
20200803:0411,0,0,0,9.82,1.66,0
20200803:0511,0,0,0,9.8,1.66,0
20200803:0611,282.27,57.28,9.5,10.31,1.52,0
20200803:0711,996.42,173.9,18.26,11.91,1.38,0
20200803:0811,2668.96,419.61,27.17,13.39,2.34,0
20200803:0911,3973.54,611.18,35.84,14.39,2.9,0
20200803:1011,1323.27,214.12,43.7,15.02,2.97,0
20200803:1111,5421.48,852.57,49.98,15.82,3.1,0
20200803:1211,3527.17,546.8,53.6,15.94,3.45,0
20200803:1311,2054.84,323.4,53.68,15.85,3.38,0
20200803:1411,2937.61,456.44,50.19,16.15,3.38,0
20200803:1511,4479.79,694.1,44.01,16.5,3.79,0
20200803:1611,4172.02,644.44,36.19,16.44,3.72,0
20200803:1711,903.28,152.62,27.54,15.98,3.59,0
20200803:1811,356.64,70,18.63,15.64,3.59,0
20200803:1911,73.97,22.7,9.85,15.01,2.9,0
20200803:2011,0,0.91,1.59,14.39,2.76,0
20200803:2111,0,0,0,13.92,2.9,0
20200803:2211,0,0,0,13.71,3.17,0
20200803:2311,0,0,0,13.51,3.66,0
20200804:0011,0,0,0,13.14,4.07,0
20200804:0111,0,0,0,12.85,4.55,0
20200804:0211,0,0,0,12.94,4.76,0
20200804:0311,0,0,0,13.35,5.03,0
20200804:0411,0,0,0,13.89,5.38,0
20200804:0511,0,0,0,14.55,5.59,0
20200804:0611,10.93,9.05,9.3,15.21,5.72,0
20200804:0711,380.64,73.79,18.06,16.05,5.52,0
20200804:0811,484.39,89.87,26.98,16.54,5.93,0
20200804:0911,1150.93,189.01,35.64,16.78,6.48,0
20200804:1011,2158.04,336.35,43.49,17.2,7.66,0
20200804:1111,1342.52,217.58,49.74,17.38,7.59,0
20200804:1211,2536.54,392.66,53.35,17.92,9.52,0
20200804:1311,1609.66,257.16,53.42,18.25,9.86,0
20200804:1411,617.05,110.68,49.94,18.55,8.83,0
20200804:1511,524.22,96.49,43.77,18.21,8.07,0
20200804:1611,1125.75,185.93,35.96,17.75,7.45,0
20200804:1711,690.07,121.09,27.33,17.19,7.24,0
20200804:1811,88.15,25.54,18.41,16.96,6.9,0
20200804:1911,12.28,9.46,9.63,16.8,5.93,0
20200804:2011,0,0,0,16.52,5.17,0
20200804:2111,0,0,0,16.19,4.62,0
20200804:2211,0,0,0,15.84,4.21,0
20200804:2311,0,0,0,15.5,3.86,0
20200805:0011,0,0,0,15.19,3.59,0
20200805:0111,0,0,0,14.88,3.38,0
20200805:0211,0,0,0,14.67,3.17,0
20200805:0311,0,0,0,14.5,2.97,0
20200805:0411,0,0,0,14.38,2.62,0
20200805:0511,0,0,0,14.29,2.21,0
20200805:0611,144.14,35.3,9.1,14.23,1.72,0
20200805:0711,198,44.46,17.87,14.57,0.76,0
20200805:0811,332.8,66.22,26.78,14.66,0.28,0
20200805:0911,561.05,101.22,35.43,14.65,1.17,0
20200805:1011,1912.92,301.88,43.27,14.67,1.86,0
20200805:1111,1107.77,182.57,49.5,14.97,2.28,0
20200805:1211,2836.71,441.67,53.09,16.43,3.45,0
20200805:1311,2469.06,388.16,53.15,18.17,4.14,0
20200805:1411,5827.69,918.3,49.68,18.04,4.28,0
20200805:1511,5185.14,810.44,43.53,18.28,4.21,0
20200805:1611,2501.53,391.79,35.73,18.2,4,0
20200805:1711,1398.43,227.9,27.1,17.65,3.79,0
20200805:1811,885.85,156.39,18.19,16.96,3.72,0
20200805:1911,236.02,51.14,9.41,16.11,3.45,0
20200805:2011,0,0,0,15.48,2.62,0
20200805:2111,0,0,0,14.97,2.14,0
20200805:2211,0,0,0,14.42,1.93,0
20200805:2311,0,0,0,13.77,1.79,0
20200806:0011,0,0,0,13.39,1.86,0
20200806:0111,0,0,0,12.98,2,0
20200806:0211,0,0,0,12.73,2.14,0
20200806:0311,0,0,0,12.52,2.14,0
20200806:0411,0,0,0,12.37,1.93,0
20200806:0511,0,0,0,12.14,1.86,0
20200806:0611,69.85,21.72,8.89,12.32,1.86,0
20200806:0711,176.06,40.68,17.67,14.06,2.41,0
20200806:0811,1677.06,267.5,26.59,15.66,4.34,0
20200806:0911,4034.69,619.67,35.23,16.8,4.76,0
20200806:1011,1262.29,206.57,43.05,17.44,4.69,0
20200806:1111,2661.44,415.27,49.25,17.86,4.76,0
20200806:1211,2375.21,374.25,52.82,18.24,4.07,0
20200806:1311,1676.98,269.91,52.88,18.96,4.83,0
20200806:1411,748.36,131.49,49.42,19.97,5.52,0
20200806:1511,4791.05,750.48,43.28,19.67,4.48,0
20200806:1611,3308.9,517.84,35.5,19.56,3.93,0
20200806:1711,2143.86,344.21,26.87,19.49,4.28,0
20200806:1811,599.46,109.52,17.96,19.11,3.59,0
20200806:1911,12.12,9.46,9.17,18.48,2.97,0
20200806:2011,0,0,0,17.97,2.76,0
20200806:2111,0,0,0,17.54,2.83,0
20200806:2211,0,0,0,16.97,3.1,0
20200806:2311,0,0,0,16.8,3.52,0
20200807:0011,0,0,0,16.57,3.79,0
20200807:0111,0,0,0,16.55,3.93,0
20200807:0211,0,0,0,16.52,4,0
20200807:0311,0,0,0,16.67,4.07,0
20200807:0411,0,0,0,16.77,4,0
20200807:0511,0,0,0,16.83,4,0
20200807:0611,228.18,49.78,8.69,16.83,4.07,0
20200807:0711,196.02,44.46,17.47,16.87,3.66,0
20200807:0811,886.96,150.9,26.39,16.86,3.17,0
20200807:0911,897.42,152.3,35.02,16.93,3.72,0
20200807:1011,3701.49,575.12,42.82,17.5,3.59,0
20200807:1111,4566.67,714.33,49,17.53,3.59,0
20200807:1211,6082.64,970.26,52.55,18.41,3.86,0
20200807:1311,5848.37,933.34,52.6,18.59,3.66,0
20200807:1411,5883.85,940.15,49.15,18.72,3.45,0
20200807:1511,5213.66,824.76,43.02,18.79,3.31,0
20200807:1611,3907.02,611.58,35.26,18.74,3.24,0
20200807:1711,2608.45,417.91,26.64,18.38,3.17,0
20200807:1811,1106.74,211.63,17.73,17.75,3.03,0
20200807:1911,146.6,36.67,8.94,17.06,2.55,0
20200807:2011,0,0,0,15.94,2.07,0
20200807:2111,0,0,0,14.71,1.79,0
20200807:2211,0,0,0,13.59,1.59,0
20200807:2311,0,0,0,12.24,1.38,0
20200808:0011,0,0,0,11.47,1.17,0
20200808:0111,0,0,0,11.04,1.1,0
20200808:0211,0,0,0,11.11,0.97,0
20200808:0311,0,0,0,11.56,0.62,0
20200808:0411,0,0,0,10.29,0.28,0
20200808:0511,0,0,0,10.11,0.28,0
20200808:0611,223.98,47.97,8.48,10.33,0.34,0
20200808:0711,1067.7,200.52,17.27,11.22,0.55,0
20200808:0811,2599.5,411.84,26.18,11.97,0.62,0
20200808:0911,4146.91,653.63,34.81,13.15,0.48,0
20200808:1011,4974.24,802.33,42.59,14.71,0.48,0
20200808:1111,5745.33,955.7,48.75,16.58,0.55,0
20200808:1211,6212.92,1055.3,52.28,18.16,0.69,0
20200808:1311,6212.92,1052.64,52.32,19.12,0.97,0
20200808:1411,5145.7,852.11,48.87,19.74,0.9,0
20200808:1511,4281,697.27,42.77,20.01,0.83,0
20200808:1611,3774.43,611.54,35.01,20.15,0.69,0
20200808:1711,2586.36,425.82,26.4,20.12,0.62,0
20200808:1811,976.85,180.42,17.49,19.84,0.48,0
20200808:1911,240.93,52.49,8.69,19.51,1.38,0
20200808:2011,0,0,0,18.36,1.66,0
20200808:2111,0,0,0,17.15,1.86,0
20200808:2211,0,0,0,16.46,1.93,0
20200808:2311,0,0,0,15.86,1.93,0
20200809:0011,0,0,0,15.34,1.66,0
20200809:0111,0,0,0,14.56,1.38,0
20200809:0211,0,0,0,13.83,1.24,0
20200809:0311,0,0,0,13.38,1.1,0
20200809:0411,0,0,0,12.77,1.1,0
20200809:0511,0,0,0,12.75,0.97,0
20200809:0611,7.84,8.15,8.27,12.81,0.9,0
20200809:0711,951.75,172.92,17.07,14.66,0.76,0
20200809:0811,2270.51,366.55,25.98,16,0.48,0
20200809:0911,3713.53,595.97,34.59,17.61,0.41,0
20200809:1011,4831.99,795.14,42.36,19.25,0.55,0
20200809:1111,5487.29,926.13,48.5,20.01,0.48,0
20200809:1211,5641.89,962.6,52,20.33,0.41,0
20200809:1311,3275.95,536.71,52.03,20.78,0.14,0
20200809:1411,2641.8,430.52,48.6,20.89,0.28,0
20200809:1511,3742.99,610.46,42.5,21.07,0.62,0
20200809:1611,3244.9,523.9,34.76,21.02,0.97,0
20200809:1711,2457.26,403.98,26.16,20.83,1.1,0
20200809:1811,1034.67,200.21,17.24,20.36,1.24,0
20200809:1911,214,47.97,8.45,19.39,1.86,0
20200809:2011,0,0,0,18.35,2.21,0
20200809:2111,0,0,0,17.41,2.34,0
20200809:2211,0,0,0,16.67,2.21,0
20200809:2311,0,0,0,16.22,2,0
20200810:0011,0,0,0,15.73,1.72,0
20200810:0111,0,0,0,15.19,1.52,0
20200810:0211,0,0,0,14.7,1.45,0
20200810:0311,0,0,0,14.43,1.38,0
20200810:0411,0,0,0,14.18,1.31,0
20200810:0511,0,0,0,13.92,1.31,0
20200810:0611,198,44.35,8.06,13.95,1.17,0
20200810:0711,796.44,142.07,16.86,14.83,1.17,0
20200810:0811,2100.3,338.04,25.77,16.41,1.24,0
20200810:0911,3772.69,597.67,34.38,17.89,1.45,0
20200810:1011,2841.3,451.37,42.13,19.1,1.72,0
20200810:1111,3828.21,609.93,48.24,20.07,2.34,0
20200810:1211,5165.5,832.82,51.72,20.57,2.9,0
20200810:1311,3667.51,584.77,51.74,20.73,2.69,0
20200810:1411,1452.21,239.21,48.31,20.59,2.69,0
20200810:1511,738.38,130.55,42.23,20.18,2.62,0
20200810:1611,517.81,96.49,34.5,19.65,2.21,0
20200810:1711,690.78,123.11,25.91,19.57,1.93,0
20200810:1811,612.77,112.67,16.99,19.47,1.93,0
20200810:1911,125.45,32.58,8.19,18.57,1.03,0
20200810:2011,0,0,0,18.18,0.97,0
20200810:2111,0,0,0,17.73,1.24,0
20200810:2211,0,0,0,17.3,1.45,0
20200810:2311,0,0,0,17.02,1.52,0
20200811:0011,0,0,0,16.73,1.52,0
20200811:0111,0,0,0,16.63,1.52,0
20200811:0211,0,0,0,16.3,1.38,0
20200811:0311,0,0,0,15.58,1.52,0
20200811:0411,0,0,0,15.12,1.45,0
20200811:0511,0,0,0,14.82,1.38,0
20200811:0611,197.05,44.35,7.85,14.89,1.17,0
20200811:0711,648.09,116.83,16.65,15.51,1.24,0
20200811:0811,1211.52,200.62,25.56,16.51,0.9,0
20200811:0911,1950.62,313.4,34.16,17.99,0.9,0
20200811:1011,1509.95,247.71,41.89,19.21,1.17,0
20200811:1111,2090.8,338.05,47.97,20.39,1.59,0
20200811:1211,4870.56,798.98,51.43,21.19,1.59,0
20200811:1311,4086.17,665.08,51.45,21.35,1.38,0
20200811:1411,3720.42,603.91,48.02,21.7,1.31,0
20200811:1511,3646.61,590.17,41.96,21.73,1.31,0
20200811:1611,2532.34,409.89,34.24,21.29,0.83,0
20200811:1711,2370.14,392.4,25.65,20.89,0.48,0
20200811:1811,952.22,183.23,16.74,20.71,0.83,0
20200811:1911,201.72,46.16,7.94,20.62,0.83,0
20200811:2011,0,0,0,19.36,1.17,0
20200811:2111,0,0,0,18.12,1.38,0
20200811:2211,0,0,0,16.89,1.66,0
20200811:2311,0,0,0,16.41,1.79,0
20200812:0011,0,0,0,16.21,1.86,0
20200812:0111,0,0,0,16.24,1.93,0
20200812:0211,0,0,0,15.85,2,0
20200812:0311,0,0,0,15.63,2,0
20200812:0411,0,0,0,15.34,2,0
20200812:0511,0,0,0,15.22,1.93,0
20200812:0611,55.04,19.01,7.63,15.12,1.93,0
20200812:0711,700.68,125.92,16.44,15.62,2.34,0
20200812:0811,1723.87,277.95,25.35,16.8,2.41,0
20200812:0911,3435.14,540.19,33.94,18.15,2.21,0
20200812:1011,3622.37,575.1,41.65,19.69,2.14,0
20200812:1111,2533.85,406.37,47.71,20.91,2.21,0
20200812:1211,4355.92,702.11,51.14,21.75,2.62,0
20200812:1311,4001.26,643.5,51.15,22.19,2.76,0
20200812:1411,2842.96,456.68,47.73,22.4,2.69,0
20200812:1511,2795.05,447.82,41.68,22.4,2.83,0
20200812:1611,3761.52,598.82,33.97,22.01,3.1,0
20200812:1711,2256.96,367.81,25.39,21.59,3.52,0
20200812:1811,966.79,188.01,16.48,20.79,3.52,0
20200812:1911,191.58,44.35,7.67,20.49,3.45,0
20200812:2011,0,0,0,19.48,3.45,0
20200812:2111,0,0,0,18.62,3.38,0
20200812:2211,0,0,0,17.9,3.38,0
20200812:2311,0,0,0,17.15,3.31,0
20200813:0011,0,0,0,16.49,3.17,0
20200813:0111,0,0,0,15.94,3.24,0
20200813:0211,0,0,0,15.36,3.31,0
20200813:0311,0,0,0,14.94,3.45,0
20200813:0411,0,0,0,14.52,3.45,0
20200813:0511,0,0,0,14.19,3.52,0
20200813:0611,1.9,6.34,7.42,14.13,3.45,0
20200813:0711,364.87,70.95,16.23,14.41,3.52,0
20200813:0811,437.1,82.3,25.14,15.2,3.79,0
20200813:0911,1127.57,185.71,33.71,16.06,3.66,0
20200813:1011,1124.56,186.36,41.4,17.26,3.66,0
20200813:1111,2015.72,320.32,47.44,18.24,3.59,0
20200813:1211,2534.64,400.29,50.85,19.04,3.59,0
20200813:1311,2220.13,353.93,50.84,19.77,3.45,0
20200813:1411,1274.01,211.9,47.43,20.68,3.38,0
20200813:1511,2982.2,473.96,41.4,21.63,3.24,0
20200813:1611,3168.08,505.66,33.7,22.21,2.76,0
20200813:1711,1804.97,298.44,25.13,22.51,2.48,0
20200813:1811,274.82,58.65,16.22,22.27,2.34,0
20200813:1911,57.66,19.91,7.41,20.44,1.86,0
20200813:2011,0,0,0,20.07,1.93,0
20200813:2111,0,0,0,19.5,2.07,0
20200813:2211,0,0,0,19.24,2.14,0
20200813:2311,0,0,0,19.09,2.28,0
20200814:0011,0,0,0,18.67,2.21,0
20200814:0111,0,0,0,18.13,2.07,0
20200814:0211,0,0,0,17.6,2.07,0
20200814:0311,0,0,0,17.17,2.14,0
20200814:0411,0,0,0,16.9,2.34,0
20200814:0511,0,0,0,16.74,2.41,0
20200814:0611,72.78,22.63,7.2,16.77,2.41,0
20200814:0711,190.16,43.52,16.02,17.04,3.38,0
20200814:0811,407.01,78.52,24.92,17.82,3.66,0
20200814:0911,368.99,72.84,33.49,18.77,3.66,0
20200814:1011,1490.07,243.11,41.16,19.68,3.66,0
20200814:1111,1658.76,269.89,47.17,20.68,3.59,0
20200814:1211,2349.71,376.58,50.55,21.53,3.52,0
20200814:1311,915.24,158.92,50.54,22.63,3.31,0
20200814:1411,1659,273.68,47.13,23.33,3.03,0
20200814:1511,1235.04,208.9,41.11,23.57,2.76,0
20200814:1611,942.64,163.96,33.43,23.45,2.41,0
20200814:1711,945.09,164.47,24.86,23.18,2.14,0
20200814:1811,755.49,142.81,15.95,22.99,2,0
20200814:1911,164.42,39.82,7.13,21.22,1.66,0
20200814:2011,0,0,0,20.57,1.38,0
20200814:2111,0,0,0,19.91,1.38,0
20200814:2211,0,0,0,19.29,1.52,0
20200814:2311,0,0,0,18.79,1.59,0
20200815:0011,0,0,0,18.57,1.59,0
20200815:0111,0,0,0,18.31,1.72,0
20200815:0211,0,0,0,18.13,1.79,0
20200815:0311,0,0,0,17.95,1.79,0
20200815:0411,0,0,0,17.68,1.79,0
20200815:0511,0,0,0,17.41,1.86,0
20200815:0611,152.22,37.11,6.98,17.28,2,0
20200815:0711,683.1,124.84,15.8,16.98,2.34,0
20200815:0811,1272.51,209.98,24.71,17.68,2.55,0
20200815:0911,1949.59,310.6,33.26,18.28,2.69,0
20200815:1011,1411.82,231.91,40.91,19.48,2.48,0
20200815:1111,1072.05,181.63,46.89,20.66,2.55,0
20200815:1211,2904.9,464.71,50.25,21.56,2.69,0
20200815:1311,2632.13,423.09,50.22,22.04,2.62,0
20200815:1411,2170,351.96,46.82,22.61,2.55,0
20200815:1511,1830.63,300.14,40.81,23.14,2.34,0
20200815:1611,2680.44,431.8,33.14,23.14,2.41,0
20200815:1711,894.33,155.64,24.58,21.81,2.28,0
20200815:1811,71.28,22.7,15.68,21.23,1.52,0
20200815:1911,154.6,38.01,6.86,20.63,1.24,0
20200815:2011,0,0,0,20.14,1.24,0
20200815:2111,0,0,0,19.35,1.79,0
20200815:2211,0,0,0,18.83,2.21,0
20200815:2311,0,0,0,17.9,2.48,0
20200816:0011,0,0,0,17.26,2.34,0
20200816:0111,0,0,0,16.51,2.21,0
20200816:0211,0,0,0,16.12,2,0
20200816:0311,0,0,0,15.47,2,0
20200816:0411,0,0,0,15.04,2.07,0
20200816:0511,0,0,0,14.78,2.14,0
20200816:0611,55.12,19.01,6.76,14.82,2.28,0
20200816:0711,697.67,127.3,15.59,16.05,2.48,0
20200816:0811,1704.38,275.04,24.49,17.19,3.17,0
20200816:0911,2844.47,445.03,33.03,18.52,3.45,0
20200816:1011,1997.5,319.09,40.66,19.63,3.59,0
20200816:1111,2048.27,327.86,46.61,20,3.52,0
20200816:1211,2211.66,353.48,49.94,20.3,3.45,0
20200816:1311,1596.99,260.6,49.91,20.62,3.59,0
20200816:1411,2098.32,335.95,46.51,20.45,3.66,0
20200816:1511,1745.25,282.07,40.51,20.25,3.59,0
20200816:1611,622.67,112.57,32.86,19.86,3.45,0
20200816:1711,1215.56,202.7,24.3,19.49,3.24,0
20200816:1811,662.51,122.86,15.4,19.16,3.17,0
20200816:1911,72.31,22.63,6.58,17.96,2.62,0
20200816:2011,0,0,0,17.44,2.28,0
20200816:2111,0,0,0,17,2.07,0
20200816:2211,0,0,0,16.56,1.86,0
20200816:2311,0,0,0,16.35,1.86,0
20200817:0011,0,0,0,16.24,1.86,0
20200817:0111,0,0,0,16.27,1.72,0
20200817:0211,0,0,0,16.23,1.66,0
20200817:0311,0,0,0,16.21,1.66,0
20200817:0411,0,0,0,16.17,1.59,0
20200817:0511,0,0,0,16.14,1.52,0
20200817:0611,25.26,12.67,6.53,16.12,1.38,0
20200817:0711,162.76,38.79,15.37,16.33,1.45,0
20200817:0811,512.27,94.6,24.27,16.76,1.45,0
20200817:0911,542.52,99.33,32.8,17,1.45,0
20200817:1011,659.5,117.3,40.41,17.56,2,0
20200817:1111,659.34,117.3,46.33,17.66,2.14,0
20200817:1211,1515.41,245.95,49.64,17.57,2.14,0
20200817:1311,1488.41,242.16,49.59,17.73,2,0
20200817:1411,926.64,157.98,46.2,17.88,1.52,0
20200817:1511,552.18,101.22,40.21,18,1.45,0
20200817:1611,509.49,94.6,32.57,17.79,1.24,0
20200817:1711,257.8,54.87,24.02,17.58,1.1,0
20200817:1811,63.28,20.81,15.12,17.19,1.1,0
20200817:1911,21.38,11.77,6.29,16.92,0.62,0
20200817:2011,0,0,0,16.73,0.62,0
20200817:2111,0,0,0,16.57,0.62,0
20200817:2211,0,0,0,16.47,0.83,0
20200817:2311,0,0,0,16.36,1.24,0
20200818:0011,0,0,0,16.29,1.79,0
20200818:0111,0,0,0,16.16,2.62,0
20200818:0211,0,0,0,15.94,3.31,0
20200818:0311,0,0,0,15.62,3.1,0
20200818:0411,0,0,0,15.31,2.97,0
20200818:0511,0,0,0,15.12,2.69,0
20200818:0611,122.84,31.68,6.31,15.05,2.34,0
20200818:0711,594.16,108.91,15.15,15.59,2.83,0
20200818:0811,1384.18,225.19,24.04,16.03,2.9,0
20200818:0911,1422.35,230.05,32.56,16.84,3.17,0
20200818:1011,2997.4,468.08,40.15,17.75,3.03,0
20200818:1111,1368.66,224.65,46.05,19.02,3.17,0
20200818:1211,2769.86,438,49.32,19.52,3.17,0
20200818:1311,5278.52,841.85,49.26,19.99,3.66,0
20200818:1411,5333.88,845.51,45.88,19.81,4,0
20200818:1511,4591.78,721.81,39.9,19.53,3.66,0
20200818:1611,3308.74,520.35,32.27,19.63,3.1,0
20200818:1711,2302.58,374.54,23.73,19.27,2.69,0
20200818:1811,834.53,165.88,14.83,18.88,2.55,0
20200818:1911,105.81,28.96,6,18.12,1.79,0
20200818:2011,0,0,0,17.12,1.45,0
20200818:2111,0,0,0,16.04,1.24,0
20200818:2211,0,0,0,14.87,1.24,0
20200818:2311,0,0,0,14.32,1.03,0
20200819:0011,0,0,0,14.74,0.62,0
20200819:0111,0,0,0,14.96,0.14,0
20200819:0211,0,0,0,14.42,0.76,0
20200819:0311,0,0,0,14.71,1.24,0
20200819:0411,0,0,0,14.78,1.66,0
20200819:0511,0,0,0,14.87,2.14,0
